half,minutes,seconds,universal,uconn,duke,diff,individual_points,player,team
2,07,02,1980,52,62,10,0,,
2,07,01,1981,52,62,10,0,,
2,07,00,1982,55,62,7,3,Silas Demary Jr,Uconn
2,06,59,1983,55,62,7,0,,
2,06,58,1984,55,62,7,0,,
2,06,57,1985,55,62,7,0,,
2,06,56,1986,55,62,7,0,,
2,06,55,1987,55,62,7,0,,
2,06,54,1988,55,62,7,0,,
2,06,53,1989,55,62,7,0,,
2,06,52,1990,55,62,7,0,,
2,06,51,1991,55,62,7,0,,
2,06,50,1992,55,62,7,0,,
2,06,49,1993,55,62,7,0,,
2,06,48,1994,55,62,7,0,,
2,06,47,1995,55,62,7,0,,
2,06,46,1996,55,62,7,0,,
2,06,45,1997,55,62,7,0,,
2,06,44,1998,55,62,7,0,,
2,06,43,1999,55,62,7,0,,
2,06,42,2000,55,62,7,0,,
2,06,41,2001,55,62,7,0,,
2,06,40,2002,55,62,7,0,,
2,06,39,2003,55,62,7,0,,
2,06,38,2004,55,62,7,0,,
2,06,37,2005,55,65,10,3,Nikolas Khamenia,Duke
2,06,36,2006,55,65,10,0,,
2,06,35,2007,55,65,10,0,,
2,06,34,2008,55,65,10,0,,
2,06,33,2009,55,65,10,0,,
2,06,32,2010,55,65,10,0,,
2,06,31,2011,55,65,10,0,,
2,06,30,2012,55,65,10,0,,
2,06,29,2013,55,65,10,0,,
2,06,28,2014,55,65,10,0,,
2,06,27,2015,55,65,10,0,,
2,06,26,2016,55,65,10,0,,
2,06,25,2017,55,65,10,0,,
2,06,24,2018,55,65,10,0,,
2,06,23,2019,55,65,10,0,,
2,06,22,2020,55,65,10,0,,
2,06,21,2021,55,65,10,0,,
2,06,20,2022,55,65,10,0,,
2,06,19,2023,55,65,10,0,,
2,06,18,2024,55,65,10,0,,
2,06,17,2025,55,65,10,0,,
2,06,16,2026,55,65,10,0,,
2,06,15,2027,55,65,10,0,,
2,06,14,2028,55,65,10,0,,
2,06,13,2029,55,65,10,0,,
2,06,12,2030,55,65,10,0,,
2,06,11,2031,55,65,10,0,,
2,06,10,2032,55,65,10,0,,
2,06,09,2033,55,65,10,0,,
2,06,08,2034,55,65,10,0,,
2,06,07,2035,58,65,7,3,Silas Demary Jr,Uconn
2,06,06,2036,58,65,7,0,,
2,06,05,2037,58,65,7,0,,
2,06,04,2038,58,65,7,0,,
2,06,03,2039,58,65,7,0,,
2,06,02,2040,58,65,7,0,,
2,06,01,2041,58,65,7,0,,
2,06,00,2042,58,65,7,0,,
2,05,59,2043,58,65,7,0,,
2,05,58,2044,58,65,7,0,,
2,05,57,2045,58,65,7,0,,
2,05,56,2046,58,65,7,0,,
2,05,55,2047,58,65,7,0,,
2,05,54,2048,58,65,7,0,,
2,05,53,2049,58,65,7,0,,
2,05,52,2050,58,65,7,0,,
2,05,51,2051,58,65,7,0,,
2,05,50,2052,58,65,7,0,,
2,05,49,2053,58,65,7,0,,
2,05,48,2054,58,65,7,0,,
2,05,47,2055,58,65,7,0,,
2,05,46,2056,58,65,7,0,,
2,05,45,2057,58,65,7,0,,
2,05,44,2058,58,65,7,0,,
2,05,43,2059,58,65,7,0,,
2,05,42,2060,58,65,7,0,,
2,05,41,2061,58,65,7,0,,
2,05,40,2062,58,65,7,0,,
2,05,39,2063,58,65,7,0,,
2,05,38,2064,58,65,7,0,,
2,05,37,2065,58,65,7,0,,
2,05,36,2066,58,65,7,0,,
2,05,35,2067,58,65,7,0,,
2,05,34,2068,58,65,7,0,,
2,05,33,2069,58,65,7,0,,
2,05,32,2070,58,65,7,0,,
2,05,31,2071,58,65,7,0,,
2,05,30,2072,58,65,7,0,,
2,05,29,2073,58,65,7,0,,
2,05,28,2074,58,65,7,0,,
2,05,27,2075,58,65,7,0,,
2,05,26,2076,58,65,7,0,,
2,05,25,2077,58,65,7,0,,
2,05,24,2078,58,65,7,0,,
2,05,23,2079,58,65,7,0,,
2,05,22,2080,58,65,7,0,,
2,05,21,2081,58,65,7,0,,
2,05,20,2082,58,65,7,0,,
2,05,19,2083,58,65,7,0,,
2,05,18,2084,58,65,7,0,,
2,05,17,2085,58,65,7,0,,
2,05,16,2086,58,65,7,0,,
2,05,15,2087,58,65,7,0,,
2,05,14,2088,58,65,7,0,,
2,05,13,2089,58,65,7,0,,
2,05,12,2090,58,65,7,0,,
2,05,11,2091,58,65,7,0,,
2,05,10,2092,58,65,7,0,,
2,05,09,2093,58,65,7,0,,
2,05,08,2094,58,65,7,0,,
2,05,07,2095,58,65,7,0,,
2,05,06,2096,58,65,7,0,,
2,05,05,2097,58,65,7,0,,
2,05,04,2098,58,65,7,0,,
2,05,03,2099,58,67,9,2,Isaiah Evans,Duke
2,05,02,2100,58,67,9,0,,
2,05,01,2101,58,67,9,0,,
2,05,00,2102,58,67,9,0,,
2,04,59,2103,58,67,9,0,,
2,04,58,2104,58,67,9,0,,
2,04,57,2105,58,67,9,0,,
2,04,56,2106,58,67,9,0,,
2,04,55,2107,58,67,9,0,,
2,04,54,2108,58,67,9,0,,
2,04,53,2109,58,67,9,0,,
2,04,52,2110,58,67,9,0,,
2,04,51,2111,58,67,9,0,,
2,04,50,2112,58,67,9,0,,
2,04,49,2113,58,67,9,0,,
2,04,48,2114,60,67,7,2,Solo Ball,Uconn
2,04,47,2115,60,67,7,0,,
2,04,46,2116,60,67,7,0,,
2,04,45,2117,60,67,7,0,,
2,04,44,2118,60,67,7,0,,
2,04,43,2119,60,67,7,0,,
2,04,42,2120,60,67,7,0,,
2,04,41,2121,60,67,7,0,,
2,04,40,2122,60,67,7,0,,
2,04,39,2123,60,67,7,0,,
2,04,38,2124,60,67,7,0,,
2,04,37,2125,60,67,7,0,,
2,04,36,2126,60,67,7,0,,
2,04,35,2127,60,67,7,0,,
2,04,34,2128,60,67,7,0,,
2,04,33,2129,60,67,7,0,,
2,04,32,2130,60,67,7,0,,
2,04,31,2131,60,67,7,0,,
2,04,30,2132,60,67,7,0,,
2,04,29,2133,60,67,7,0,,
2,04,28,2134,60,67,7,0,,
2,04,27,2135,60,67,7,0,,
2,04,26,2136,60,67,7,0,,
2,04,25,2137,60,67,7,0,,
2,04,24,2138,60,67,7,0,,
2,04,23,2139,60,67,7,0,,
2,04,22,2140,60,67,7,0,,
2,04,21,2141,60,67,7,0,,
2,04,20,2142,60,67,7,0,,
2,04,19,2143,60,67,7,0,,
2,04,18,2144,60,67,7,0,,
2,04,17,2145,60,67,7,0,,
2,04,16,2146,60,67,7,0,,
2,04,15,2147,60,67,7,0,,
2,04,14,2148,60,67,7,0,,
2,04,13,2149,62,67,5,2,Tarris Reed Jr,Uconn
2,04,12,2150,62,67,5,0,,
2,04,11,2151,62,67,5,0,,
2,04,10,2152,62,67,5,0,,
2,04,09,2153,62,67,5,0,,
2,04,08,2154,62,67,5,0,,
2,04,07,2155,62,67,5,0,,
2,04,06,2156,62,67,5,0,,
2,04,05,2157,62,67,5,0,,
2,04,04,2158,62,67,5,0,,
2,04,03,2159,62,67,5,0,,
2,04,02,2160,62,67,5,0,,
2,04,01,2161,62,67,5,0,,
2,04,00,2162,62,67,5,0,,
2,03,59,2163,62,67,5,0,,
2,03,58,2164,62,67,5,0,,
2,03,57,2165,62,67,5,0,,
2,03,56,2166,62,67,5,0,,
2,03,55,2167,62,67,5,0,,
2,03,54,2168,62,67,5,0,,
2,03,53,2169,62,67,5,0,,
2,03,52,2170,62,67,5,0,,
2,03,51,2171,62,67,5,0,,
2,03,50,2172,62,67,5,0,,
2,03,49,2173,62,67,5,0,,
2,03,48,2174,62,67,5,0,,
2,03,47,2175,62,67,5,0,,
2,03,46,2176,62,67,5,0,,
2,03,45,2177,62,67,5,0,,
2,03,44,2178,62,67,5,0,,
2,03,43,2179,62,67,5,0,,
2,03,42,2180,65,67,2,3,Solo Ball,Uconn
2,03,41,2181,65,67,2,0,,
2,03,40,2182,65,67,2,0,,
2,03,39,2183,65,67,2,0,,
2,03,38,2184,65,67,2,0,,
2,03,37,2185,65,67,2,0,,
2,03,36,2186,65,67,2,0,,
2,03,35,2187,65,67,2,0,,
2,03,34,2188,65,67,2,0,,
2,03,33,2189,65,67,2,0,,
2,03,32,2190,65,67,2,0,,
2,03,31,2191,65,67,2,0,,
2,03,30,2192,65,67,2,0,,
2,03,29,2193,65,67,2,0,,
2,03,28,2194,65,67,2,0,,
2,03,27,2195,65,67,2,0,,
2,03,26,2196,65,67,2,0,,
2,03,25,2197,65,67,2,0,,
2,03,24,2198,65,67,2,0,,
2,03,23,2199,65,67,2,0,,
2,03,22,2200,65,69,4,2,Cameron Boozer,Duke
2,03,21,2201,65,69,4,0,,
2,03,20,2202,65,69,4,0,,
2,03,19,2203,65,69,4,0,,
2,03,18,2204,65,69,4,0,,
2,03,17,2205,65,69,4,0,,
2,03,16,2206,65,69,4,0,,
2,03,15,2207,65,69,4,0,,
2,03,14,2208,65,69,4,0,,
2,03,13,2209,65,69,4,0,,
2,03,12,2210,65,69,4,0,,
2,03,11,2211,65,69,4,0,,
2,03,10,2212,65,69,4,0,,
2,03,09,2213,65,69,4,0,,
2,03,08,2214,65,69,4,0,,
2,03,07,2215,65,69,4,0,,
2,03,06,2216,65,69,4,0,,
2,03,05,2217,65,69,4,0,,
2,03,04,2218,65,69,4,0,,
2,03,03,2219,65,69,4,0,,
2,03,02,2220,65,69,4,0,,
2,03,01,2221,65,69,4,0,,
2,03,00,2222,65,69,4,0,,
2,02,59,2223,65,69,4,0,,
2,02,58,2224,65,69,4,0,,
2,02,57,2225,65,69,4,0,,
2,02,56,2226,65,69,4,0,,
2,02,55,2227,65,69,4,0,,
2,02,54,2228,65,69,4,0,,
2,02,53,2229,65,69,4,0,,
2,02,52,2230,65,69,4,0,,
2,02,51,2231,65,69,4,0,,
2,02,50,2232,65,69,4,0,,
2,02,49,2233,65,69,4,0,,
2,02,48,2234,65,69,4,0,,
2,02,47,2235,65,69,4,0,,
2,02,46,2236,65,69,4,0,,
2,02,45,2237,65,69,4,0,,
2,02,44,2238,65,69,4,0,,
2,02,43,2239,65,69,4,0,,
2,02,42,2240,65,69,4,0,,
2,02,41,2241,65,69,4,0,,
2,02,40,2242,65,69,4,0,,
2,02,39,2243,65,69,4,0,,
2,02,38,2244,65,69,4,0,,
2,02,37,2245,65,69,4,0,,
2,02,36,2246,65,69,4,0,,
2,02,35,2247,65,69,4,0,,
2,02,34,2248,65,69,4,0,,
2,02,33,2249,65,69,4,0,,
2,02,32,2250,65,69,4,0,,
2,02,31,2251,65,69,4,0,,
2,02,30,2252,65,69,4,0,,
2,02,29,2253,65,69,4,0,,
2,02,28,2254,65,69,4,0,,
2,02,27,2255,65,69,4,0,,
2,02,26,2256,65,69,4,0,,
2,02,25,2257,65,69,4,0,,
2,02,24,2258,65,69,4,0,,
2,02,23,2259,65,69,4,0,,
2,02,22,2260,65,69,4,0,,
2,02,21,2261,65,69,4,0,,
2,02,20,2262,65,69,4,0,,
2,02,19,2263,65,69,4,0,,
2,02,18,2264,65,69,4,0,,
2,02,17,2265,65,69,4,0,,
2,02,16,2266,65,69,4,0,,
2,02,15,2267,65,69,4,0,,
2,02,14,2268,65,69,4,0,,
2,02,13,2269,65,69,4,0,,
2,02,12,2270,65,69,4,0,,
2,02,11,2271,65,69,4,0,,
2,02,10,2272,65,69,4,0,,
2,02,09,2273,65,69,4,0,,
2,02,08,2274,65,69,4,0,,
2,02,07,2275,65,69,4,0,,
2,02,06,2276,65,69,4,0,,
2,02,05,2277,65,69,4,0,,
2,02,04,2278,65,69,4,0,,
2,02,03,2279,65,69,4,0,,
2,02,02,2280,65,69,4,0,,
2,02,01,2281,65,69,4,0,,
2,02,00,2282,65,69,4,0,,
2,01,59,2283,65,69,4,0,,
2,01,58,2284,65,69,4,0,,
2,01,57,2285,65,69,4,0,,
2,01,56,2286,65,69,4,0,,
2,01,55,2287,65,69,4,0,,
2,01,54,2288,65,69,4,0,,
2,01,53,2289,65,69,4,0,,
2,01,52,2290,65,69,4,0,,
2,01,51,2291,65,70,5,1,Patrick Ngongba II,Duke
2,01,50,2292,65,70,5,0,,
2,01,49,2293,65,70,5,0,,
2,01,48,2294,65,70,5,0,,
2,01,47,2295,65,70,5,0,,
2,01,46,2296,65,70,5,0,,
2,01,45,2297,65,70,5,0,,
2,01,44,2298,65,70,5,0,,
2,01,43,2299,65,70,5,0,,
2,01,42,2300,65,70,5,0,,
2,01,41,2301,65,70,5,0,,
2,01,40,2302,65,70,5,0,,
2,01,39,2303,65,70,5,0,,
2,01,38,2304,65,70,5,0,,
2,01,37,2305,65,70,5,0,,
2,01,36,2306,65,70,5,0,,
2,01,35,2307,65,70,5,0,,
2,01,34,2308,65,70,5,0,,
2,01,33,2309,65,70,5,0,,
2,01,32,2310,65,70,5,0,,
2,01,31,2311,66,70,4,1,Solo Ball,Uconn
2,01,30,2312,66,70,4,0,,
2,01,29,2313,66,70,4,0,,
2,01,28,2314,66,70,4,0,,
2,01,27,2315,66,70,4,0,,
2,01,26,2316,66,70,4,0,,
2,01,25,2317,66,70,4,0,,
2,01,24,2318,66,70,4,0,,
2,01,23,2319,66,70,4,0,,
2,01,22,2320,66,70,4,0,,
2,01,21,2321,66,70,4,0,,
2,01,20,2322,66,70,4,0,,
2,01,19,2323,66,70,4,0,,
2,01,18,2324,66,70,4,0,,
2,01,17,2325,66,70,4,0,,
2,01,16,2326,66,70,4,0,,
2,01,15,2327,66,70,4,0,,
2,01,14,2328,66,70,4,0,,
2,01,13,2329,66,70,4,0,,
2,01,12,2330,66,70,4,0,,
2,01,11,2331,66,70,4,0,,
2,01,10,2332,66,70,4,0,,
2,01,09,2333,66,70,4,0,,
2,01,08,2334,66,70,4,0,,
2,01,07,2335,66,70,4,0,,
2,01,06,2336,66,70,4,0,,
2,01,05,2337,66,70,4,0,,
2,01,04,2338,66,70,4,0,,
2,01,03,2339,66,70,4,0,,
2,01,02,2340,66,70,4,0,,
2,01,01,2341,66,70,4,0,,
2,01,00,2342,66,70,4,0,,
2,00,59,2343,66,70,4,0,,
2,00,58,2344,66,70,4,0,,
2,00,57,2345,66,70,4,0,,
2,00,56,2346,66,70,4,0,,
2,00,55,2347,66,70,4,0,,
2,00,54,2348,66,70,4,0,,
2,00,53,2349,66,70,4,0,,
2,00,52,2350,66,70,4,0,,
2,00,51,2351,66,70,4,0,,
2,00,50,2352,69,70,1,3,Alex Karaban,Uconn
2,00,49,2353,69,70,1,0,,
2,00,48,2354,69,70,1,0,,
2,00,47,2355,69,70,1,0,,
2,00,46,2356,69,70,1,0,,
2,00,45,2357,69,70,1,0,,
2,00,44,2358,69,70,1,0,,
2,00,43,2359,69,70,1,0,,
2,00,42,2360,69,70,1,0,,
2,00,41,2361,69,70,1,0,,
2,00,40,2362,69,70,1,0,,
2,00,39,2363,69,70,1,0,,
2,00,38,2364,69,70,1,0,,
2,00,37,2365,69,70,1,0,,
2,00,36,2366,69,70,1,0,,
2,00,35,2367,69,70,1,0,,
2,00,34,2368,69,70,1,0,,
2,00,33,2369,69,70,1,0,,
2,00,32,2370,69,70,1,0,,
2,00,31,2371,69,70,1,0,,
2,00,30,2372,69,70,1,0,,
2,00,29,2373,69,70,1,0,,
2,00,28,2374,69,72,3,2,Cameron Boozer,Duke
2,00,27,2375,69,72,3,0,,
2,00,26,2376,69,72,3,0,,
2,00,25,2377,69,72,3,0,,
2,00,24,2378,69,72,3,0,,
2,00,23,2379,69,72,3,0,,
2,00,22,2380,69,72,3,0,,
2,00,21,2381,69,72,3,0,,
2,00,20,2382,69,72,3,0,,
2,00,19,2383,69,72,3,0,,
2,00,18,2384,69,72,3,0,,
2,00,17,2385,69,72,3,0,,
2,00,16,2386,69,72,3,0,,
2,00,15,2387,69,72,3,0,,
2,00,14,2388,69,72,3,0,,
2,00,13,2389,69,72,3,0,,
2,00,12,2390,69,72,3,0,,
2,00,11,2391,69,72,3,0,,
2,00,10,2392,70,72,2,1,Silas Demary Jr,Uconn
2,00,09,2393,69,72,3,0,,
2,00,08,2394,69,72,3,0,,
2,00,07,2395,69,72,3,0,,
2,00,06,2396,69,72,3,0,,
2,00,05,2397,69,72,3,0,,
2,00,04,2398,69,72,3,0,,
2,00,03,2399,69,72,3,0,,
2,00,02,2400,69,72,3,0,,
2,00,01,2401,73,72,-1,3,Braylon Mullins,Uconn
2,00,00,2402,73,72,-1,0,,
